emp_no,first_name,last_name,title,from_date,to_date
81907,Jouko,Merkl,Staff,5/9/1999,1/1/9999
81916,Lorien,Yavatkar,Staff,8/10/1999,1/1/9999
81925,Matt,Limongiello,Senior Staff,12/30/1998,1/1/9999
81930,Jaber,Pellegrinelli,Engineer,6/22/1999,1/1/9999
81931,Ziya,Lowrie,Engineer,2/23/1997,1/1/9999
81939,Boguslaw,Zumaque,Senior Engineer,6/25/2000,1/1/9999
81940,Ioana,Siksek,Senior Engineer,1/15/1991,1/1/9999
81942,Parke,Schauser,Engineer,5/26/1996,1/1/9999
81951,Huai,Henders,Senior Staff,1/31/1997,1/1/9999
81952,Jinya,Brodal,Senior Staff,8/28/1991,1/1/9999
81959,Otmar,Schade,Senior Staff,8/10/2001,1/1/9999
81964,Gurbir,Pargaonkar,Senior Staff,9/10/2001,1/1/9999
81967,Satoru,Dengi,Assistant Engineer,12/10/1998,1/1/9999
81971,Tristan,Rattan,Senior Staff,7/8/1999,1/1/9999
81973,Shigenori,Panienski,Senior Staff,8/21/1992,1/1/9999
81974,Niranjan,Bale,Staff,3/5/1995,1/1/9999
81980,Nakhoon,Butner,Senior Staff,3/28/1993,1/1/9999
81981,Weicheng,Welham,Engineer,7/19/1998,1/1/9999
81986,Tamiya,Waterhouse,Senior Staff,3/15/1992,1/1/9999
81988,Lene,Pews,Senior Staff,4/15/1991,1/1/9999
81991,Mooi,Krogh,Senior Staff,9/5/1999,1/1/9999
81998,Mari,Iwayama,Senior Staff,5/25/1996,1/1/9999
81999,Mabhin,Vigier,Senior Staff,7/17/1996,1/1/9999
82002,King,Farris,Senior Staff,5/23/1993,1/1/9999
82003,Saeko,Tomescu,Senior Engineer,10/23/2000,1/1/9999
82007,Kannan,Gniady,Senior Engineer,8/31/1998,1/1/9999
82008,Rosalie,Kushner,Senior Staff,3/19/1997,1/1/9999
82013,Divier,Katiyar,Technique Leader,9/17/1993,1/1/9999
82014,Quingbo,Ariola,Senior Engineer,7/8/1996,1/1/9999
82017,Demos,Belinskaya,Senior Staff,10/9/1994,1/1/9999
82018,Basant,Chimia,Senior Staff,11/4/1999,1/1/9999
82024,Yongqiao,Grospietsch,Senior Engineer,11/4/1991,1/1/9999
82025,Cristinel,Selenyi,Staff,8/8/1993,1/1/9999
82027,Henk,Ellozy,Senior Staff,11/7/1994,1/1/9999
82029,Roded,Snedden,Senior Staff,11/5/2000,1/1/9999
82035,Miyeon,Greenaway,Senior Staff,1/23/2002,1/1/9999
82036,Duke,Dolinsky,Senior Staff,9/1/1995,1/1/9999
82038,Zhongwei,Snedden,Senior Engineer,10/23/1989,1/1/9999
82040,Avishai,Velasco,Senior Engineer,1/10/1997,1/1/9999
82041,Berna,Sooriamurthi,Staff,9/24/1998,1/1/9999
82045,Tse,Bolsens,Senior Engineer,7/31/1993,1/1/9999
82052,Lidong,Rahier,Senior Staff,7/12/1996,1/1/9999
82057,Spyrose,Fetvedt,Senior Engineer,3/21/2002,1/1/9999
82059,Satosi,Ecklund,Senior Staff,6/24/1994,1/1/9999
82060,Arvind,Michaeli,Engineer,2/3/1998,1/1/9999
82063,Shaunak,Plump,Engineer,9/6/1998,1/1/9999
82065,Christophe,Anger,Senior Engineer,6/26/1988,1/1/9999
82066,Masasuke,Birch,Senior Staff,1/17/1996,1/1/9999
82072,Wilmer,Brookman,Engineer,1/1/2000,1/1/9999
82080,Tianruo,Iisaku,Technique Leader,5/17/1993,1/1/9999
82088,Remzi,Spelt,Senior Staff,4/5/2001,1/1/9999
82089,Shuji,Menhoudj,Senior Staff,3/5/1998,1/1/9999
82101,Yuuichi,Kavraki,Staff,9/5/1993,1/1/9999
82107,Gunilla,Heping,Senior Staff,4/2/2000,1/1/9999
82108,Renee,Gilg,Senior Staff,11/19/1994,1/1/9999
82110,Vugranam,Gecsel,Senior Staff,11/10/1995,1/1/9999
82116,Chiradeep,Shiratori,Senior Engineer,9/18/1994,1/1/9999
82120,Chenxi,Kaltofen,Technique Leader,5/30/1995,1/1/9999
82123,Tokuyasu,Dayana,Senior Engineer,9/24/1987,1/1/9999
82131,Mayuko,Kulisch,Senior Staff,7/30/1995,1/1/9999
82136,Sadegh,Azadmanesh,Senior Staff,4/21/2001,1/1/9999
82137,Panayotis,Thibadeau,Senior Staff,3/17/1991,1/1/9999
82139,Satoru,Zucker,Senior Engineer,12/17/1992,1/1/9999
82141,Salvador,Georg,Senior Staff,11/18/1998,1/1/9999
82144,Marek,Dusink,Senior Staff,5/11/1990,1/1/9999
82145,Zhongwei,Pagter,Staff,12/13/1999,1/1/9999
82146,Inderjeet,Cronan,Senior Engineer,2/2/1997,1/1/9999
82151,Keiichiro,Terekhov,Senior Staff,5/15/2000,1/1/9999
82157,Sanjeeva,Kowalchuk,Senior Staff,12/16/2000,1/1/9999
82162,Shigeo,Kroft,Senior Engineer,6/6/1993,1/1/9999
82171,Dulce,Radivojevic,Senior Engineer,10/11/2001,1/1/9999
82179,Jouni,Pettit,Staff,8/25/1998,1/1/9999
82181,Magy,Sethi,Technique Leader,11/9/1989,1/1/9999
82185,Yinghua,Ossenbruggen,Senior Engineer,2/23/1999,1/1/9999
82187,Stevo,Marakhovsky,Senior Staff,4/13/1993,1/1/9999
82194,Geoff,Eastman,Senior Engineer,5/25/1991,1/1/9999
82195,Guadalupe,Petersohn,Senior Engineer,5/23/1998,1/1/9999
82206,Yishay,Majewski,Senior Engineer,11/29/2001,1/1/9999
82211,Sugwoo,Melter,Senior Engineer,9/18/1988,1/1/9999
82219,Cordelia,Argence,Senior Engineer,12/6/1996,1/1/9999
82220,Tristan,Monkewich,Senior Engineer,1/12/1998,1/1/9999
82221,Dines,Pezzoli,Senior Engineer,12/21/1998,1/1/9999
82222,Sampalli,Luit,Senior Engineer,6/13/1998,1/1/9999
82227,Xiaocheng,Sethi,Senior Engineer,4/26/1999,1/1/9999
82234,Christoper,Woycyznski,Senior Engineer,8/19/1993,1/1/9999
82237,Shen,Zaccaria,Senior Staff,3/14/1995,1/1/9999
82243,Gennady,Gonthier,Senior Staff,10/14/1994,1/1/9999
82252,Kwangyoen,Edelhoff,Senior Engineer,10/31/2000,1/1/9999
82255,Amabile,Sudbeck,Senior Staff,4/30/1993,1/1/9999
82257,Hugo,Linares,Engineer,4/14/1998,1/1/9999
82258,Jayesh,Zaumen,Engineer,7/17/1999,1/1/9999
82263,Vishv,Haumacher,Staff,7/3/1996,1/1/9999
82267,Unal,Nations,Senior Engineer,1/23/2000,1/1/9999
82273,Vincent,Servi,Staff,8/20/1996,1/1/9999
82276,Frederique,Genin,Senior Staff,1/6/1997,1/1/9999
82278,Tomokazu,Murillo,Senior Staff,1/15/1986,1/1/9999
82281,Reuven,Vuskovic,Engineer,11/29/1993,1/1/9999
82287,Duri,Suri,Senior Engineer,10/29/1997,1/1/9999
82290,Manibrata,Hiraishi,Senior Staff,6/4/2000,1/1/9999
82294,Jamaludin,Lammel,Staff,6/9/1997,1/1/9999
82295,Manohar,Parfitt,Engineer,1/20/2000,1/1/9999
82302,Udo,Lung,Staff,3/14/1995,1/1/9999
82305,Mahmut,Biros,Senior Engineer,1/18/1997,1/1/9999
82308,Vishwani,Herber,Staff,9/19/1996,1/1/9999
82309,Hideyuki,Ramsak,Senior Staff,1/19/1995,1/1/9999
82310,Jinxi,Panangaden,Senior Engineer,2/21/1990,1/1/9999
82316,Haldun,Rabehasaina,Senior Engineer,1/3/1998,1/1/9999
82318,Branimir,Hashii,Senior Staff,3/20/1994,1/1/9999
82319,Saniya,Eugenio,Senior Staff,10/15/1996,1/1/9999
82324,Ashish,Knightly,Staff,3/16/1997,1/1/9999
82335,Mansur,Reeken,Senior Engineer,8/27/1999,1/1/9999
82339,Jeanna,Schrift,Senior Engineer,1/15/1988,1/1/9999
82349,Tsz,Birjandi,Senior Staff,8/17/1996,1/1/9999
82350,Nahla,Stifter,Senior Engineer,7/19/1995,1/1/9999
82354,Badri,Trogemann,Senior Staff,9/5/1999,1/1/9999
82361,Genta,Schreiter,Senior Staff,11/29/1994,1/1/9999
82364,Berhard,Conta,Senior Engineer,8/27/1996,1/1/9999
82367,Miyeon,Halloran,Staff,10/28/1997,1/1/9999
82371,Frederique,Erev,Senior Staff,5/17/1986,1/1/9999
82372,Yinlin,Magalhaes,Engineer,3/29/1999,1/1/9999
82373,Lalit,Bellmore,Senior Engineer,5/2/1997,1/1/9999
82379,Sanjai,Bala,Senior Engineer,3/15/1994,1/1/9999
82382,Renee,Demke,Engineer,7/16/1996,1/1/9999
82385,Sanjai,Biran,Staff,11/18/1998,1/1/9999
82388,Munehiko,Zucker,Senior Engineer,4/17/2000,1/1/9999
82391,Mayuko,McAffer,Senior Staff,12/20/1995,1/1/9999
82397,Mart,Peris,Senior Staff,4/11/1994,1/1/9999
82398,Gladys,Heinisuo,Senior Staff,10/12/2001,1/1/9999
82399,Turgut,Rouquie,Senior Staff,2/23/2000,1/1/9999
82403,Aran,Kinley,Senior Engineer,2/2/1991,1/1/9999
82411,Tomokazu,Shackel,Technique Leader,12/24/1995,1/1/9999
82419,Karoline,Rindone,Senior Engineer,7/5/1996,1/1/9999
82420,Kiam,Gente,Engineer,8/13/1998,1/1/9999
82422,Tesuya,Falby,Senior Staff,3/19/1994,1/1/9999
82423,Mariusz,Attimonelli,Senior Staff,5/19/2002,1/1/9999
82424,Sibyl,Eterovic,Staff,5/21/1997,1/1/9999
82432,Christ,Shihab,Senior Engineer,8/4/1998,1/1/9999
82434,Bojan,Mullainathan,Senior Engineer,8/14/2001,1/1/9999
82441,Masaki,Brickell,Staff,8/17/1995,1/1/9999
82443,Vincent,Perry,Senior Engineer,2/14/1994,1/1/9999
82449,Jinpo,Rajaraman,Staff,7/8/1999,1/1/9999
82453,Gil,Atchley,Senior Staff,2/17/1996,1/1/9999
82455,Along,Birge,Engineer,5/12/1998,1/1/9999
82457,Vidar,Pauthner,Senior Engineer,4/13/1996,1/1/9999
82460,Claude,Zhang,Senior Engineer,5/9/1992,1/1/9999
82467,Xiaopeng,Atchley,Senior Staff,4/2/1998,1/1/9999
82468,Hatem,Trystram,Senior Staff,11/4/1998,1/1/9999
82469,Genevieve,Flexer,Senior Staff,6/15/2001,1/1/9999
82473,Makato,Arlazarov,Staff,7/21/1999,1/1/9999
82478,Vishwani,Ginneken,Senior Engineer,3/19/1991,1/1/9999
82486,Arne,Wielonsky,Engineer,1/25/1996,1/1/9999
82488,Kellyn,Aingworth,Senior Staff,7/26/2001,1/1/9999
82491,Lalit,Lorho,Engineer,5/20/1999,1/1/9999
82493,Miquel,Hanabata,Senior Staff,2/12/1999,1/1/9999
82495,Jahangir,Perly,Staff,8/4/1999,1/1/9999
82501,Patricia,Soloway,Engineer,10/1/1998,1/1/9999
82513,Ugo,Castellani,Senior Staff,7/11/2001,1/1/9999
82516,Nitsan,Lichtman,Senior Engineer,4/6/2002,1/1/9999
82524,Feixiong,Mersereau,Staff,2/20/1997,1/1/9999
82530,Ioana,Morton,Senior Staff,5/6/1999,1/1/9999
82534,Vugranam,Tischendorf,Senior Staff,1/7/1997,1/1/9999
82540,Aleksander,Bratten,Senior Engineer,11/14/2000,1/1/9999
82541,Honesty,Thiran,Senior Engineer,9/22/1999,1/1/9999
82544,Eberhardt,Keirsey,Senior Staff,4/5/1997,1/1/9999
82549,Moriyoshi,Bharadwaj,Senior Staff,4/17/1994,1/1/9999
82553,Barry,Georgakopoulos,Staff,3/25/1996,1/1/9999
82555,Fabrizio,Kavraki,Senior Engineer,4/14/1995,1/1/9999
82556,Gina,Capobianchi,Senior Engineer,6/20/2001,1/1/9999
82557,Cheong,McClure,Technique Leader,8/17/1996,1/1/9999
82566,Mary,Portugali,Senior Engineer,3/3/2000,1/1/9999
82568,Giri,Flanders,Senior Staff,5/8/1993,1/1/9999
82571,Padma,Argence,Senior Engineer,4/1/1998,1/1/9999
82572,Moie,Brattka,Senior Staff,4/1/1993,1/1/9999
82573,Genevieve,Berendt,Staff,5/19/1998,1/1/9999
82580,Yuchang,Erde,Technique Leader,12/22/1991,1/1/9999
82585,Berry,Bodoff,Senior Staff,6/28/1991,1/1/9999
82589,Mingzeng,Picaronny,Senior Staff,6/9/1996,1/1/9999
82591,Ugo,Lampe,Senior Engineer,8/7/1993,1/1/9999
82594,Qingxiang,Hartvigsen,Technique Leader,8/6/1993,1/1/9999
82595,Valdiodio,Zeleznik,Senior Staff,6/2/2000,1/1/9999
82598,Palash,Chenoweth,Senior Engineer,5/25/1992,1/1/9999
82601,Munehiko,Nitto,Senior Engineer,8/18/1996,1/1/9999
82607,Miquel,Ozeki,Senior Staff,9/5/1993,1/1/9999
82608,Djenana,Slobodova,Senior Staff,6/7/1997,1/1/9999
82613,Elrique,Roisin,Technique Leader,6/9/1997,1/1/9999
82624,Yishay,Lindenbaum,Engineer,9/3/1993,1/1/9999
82626,Adit,Reeken,Senior Engineer,11/1/1997,1/1/9999
82634,Volkmar,Plesums,Technique Leader,1/27/1986,1/1/9999
82644,Kellyn,Pleszkun,Senior Engineer,8/23/1999,1/1/9999
82646,Shugo,Plump,Senior Engineer,5/3/1999,1/1/9999
82651,Mohit,Velardi,Staff,11/30/1998,1/1/9999
82655,Baziley,McFarlin,Assistant Engineer,12/10/1997,1/1/9999
82656,Cordelia,Rassart,Engineer,2/22/1996,1/1/9999
82659,Xiping,Schmittgen,Engineer,5/10/1995,1/1/9999
82667,Phillip,Panwar,Staff,3/28/1994,1/1/9999
82668,Feipei,Menhardt,Senior Staff,5/23/1986,1/1/9999
82669,Froduald,Welham,Senior Staff,10/18/2001,1/1/9999
82672,Nectarios,Baez,Engineer,12/21/2000,1/1/9999
82673,Uta,Hettesheimer,Senior Engineer,6/18/1991,1/1/9999
82674,Mariusz,Rikino,Senior Staff,1/2/1998,1/1/9999
82675,Morrie,Chaudhury,Engineer,10/25/1995,1/1/9999
82678,Poorav,Haldar,Senior Engineer,6/21/1997,1/1/9999
82680,Ymte,Gyimothy,Engineer,10/28/1997,1/1/9999
82683,Pantung,Dayang,Senior Staff,3/19/2002,1/1/9999
82685,Taizo,Zockler,Senior Staff,5/30/1995,1/1/9999
82687,Tesuya,Bernick,Engineer,3/20/1998,1/1/9999
82689,Zijian,Crouzet,Senior Engineer,12/26/1995,1/1/9999
82691,Krassimir,Chenney,Staff,4/13/1999,1/1/9999
82698,Shaz,Lipner,Staff,7/16/1997,1/1/9999
82704,Marla,Lunn,Senior Engineer,1/14/1994,1/1/9999
82705,Ingmar,Ladret,Senior Staff,6/16/1993,1/1/9999
82708,Rajmohan,Basagni,Senior Staff,3/8/1993,1/1/9999
82717,Maia,Meriste,Senior Staff,8/15/1990,1/1/9999
82721,Arvind,Showalter,Senior Staff,4/25/1997,1/1/9999
82726,Sedat,Prampolini,Senior Engineer,8/26/1998,1/1/9999
82729,Annemarie,Georgatos,Senior Staff,2/26/1997,1/1/9999
82737,Kien,Mamelak,Technique Leader,2/1/1994,1/1/9999
82746,Shen,Stamatiou,Technique Leader,7/23/1998,1/1/9999
82747,Kankanahalli,Danlos,Engineer,1/21/1995,1/1/9999
82751,Nirmal,Haumacher,Senior Engineer,8/8/1995,1/1/9999
82754,Cheong,Ranai,Senior Staff,6/11/1990,1/1/9999
82760,Weiwu,Dulay,Senior Engineer,12/11/1992,1/1/9999
82761,Mabry,Underwood,Senior Staff,1/22/1995,1/1/9999
82764,Fumiko,Strehl,Senior Staff,1/31/1999,1/1/9999
82772,Fuqing,Vanwelkenhuysen,Senior Staff,11/1/1999,1/1/9999
82774,Aral,Maierhofer,Senior Staff,2/28/1996,1/1/9999
82780,Ibibia,Willoner,Engineer,8/10/1996,1/1/9999
82782,Tesuro,Weisert,Staff,3/8/1996,1/1/9999
82784,Zhigen,Papsdorf,Senior Staff,5/24/1991,1/1/9999
82806,Xiong,Bahk,Staff,2/25/1998,1/1/9999
82808,Sumant,Reinhart,Senior Engineer,9/11/1985,1/1/9999
82812,Heather,Morrey,Senior Engineer,1/22/1986,1/1/9999
82815,Alper,Ranum,Senior Engineer,5/25/1997,1/1/9999
82816,Tooru,Naumovich,Staff,5/13/1999,1/1/9999
82821,Bokyung,Cappelletti,Senior Engineer,2/17/1987,1/1/9999
82823,Geraldo,Alvarado,Senior Engineer,11/21/1992,1/1/9999
82828,Martien,Maierhofer,Senior Staff,9/15/1994,1/1/9999
82829,Mitsuyuki,Pagter,Staff,7/31/1997,1/1/9999
82830,Shaw,Munos,Senior Staff,1/18/1999,1/1/9999
82832,Minghong,Picco,Senior Staff,6/17/2001,1/1/9999
82833,Eben,Lemarechal,Engineer,12/5/1998,1/1/9999
82834,Kersti,Lieblein,Senior Engineer,6/5/1991,1/1/9999
82835,Jaber,Dredge,Senior Engineer,4/17/1995,1/1/9999
82840,Toshimori,Legleitner,Senior Staff,12/18/1992,1/1/9999
82848,Snehasis,Smeets,Engineer,12/27/1997,1/1/9999
82849,Makato,VanScheik,Senior Staff,10/12/1992,1/1/9999
82850,Woody,Puoti,Senior Engineer,5/7/2001,1/1/9999
82856,Hidefumi,Erez,Senior Engineer,7/2/1993,1/1/9999
82857,Arvin,Vidya,Staff,10/22/1999,1/1/9999
82858,TRUE,Taubman,Senior Staff,6/25/1995,1/1/9999
82870,Xinyu,Vrecion,Senior Staff,8/24/1999,1/1/9999
82875,Domenick,Terekhov,Senior Staff,10/21/1994,1/1/9999
82882,Stamatina,Cronin,Technique Leader,12/8/1998,1/1/9999
82886,Rayond,Pettis,Senior Engineer,4/29/1998,1/1/9999
82893,Junsik,Unni,Senior Staff,7/21/1995,1/1/9999
82895,Ramya,Peck,Senior Engineer,1/25/1999,1/1/9999
82905,Domenick,Luks,Senior Engineer,8/19/1991,1/1/9999
82908,Mitsuyuki,Raoux,Staff,12/24/1999,1/1/9999
82911,Irena,Bierman,Staff,11/5/1999,1/1/9999
82914,Tadahiko,Kulisch,Senior Engineer,6/23/1998,1/1/9999
82915,Geoffrey,Ressouche,Senior Staff,1/13/1998,1/1/9999
82926,Yinghua,Kandlur,Staff,2/8/1999,1/1/9999
82927,Gudjon,Yemenis,Senior Engineer,3/6/2002,1/1/9999
82934,Naftaly,Tsunoo,Senior Engineer,2/26/1999,1/1/9999
82936,Pintsang,Uludag,Senior Staff,10/18/1998,1/1/9999
82944,Alois,Gomatam,Technique Leader,2/18/1993,1/1/9999
82946,Khaled,Ratnakar,Senior Engineer,12/26/2001,1/1/9999
82947,Yolla,Fordan,Engineer,9/7/1998,1/1/9999
82952,Goetz,Crouzet,Senior Staff,11/17/2000,1/1/9999
82962,Kristof,Pluym,Senior Staff,8/23/1994,1/1/9999
82966,Renny,Crooks,Senior Engineer,3/8/1996,1/1/9999
82967,Mountaz,Quadeer,Senior Staff,3/6/2000,1/1/9999
82970,Qiwen,Servieres,Senior Staff,12/26/2001,1/1/9999
82979,Magdalena,Yeung,Technique Leader,3/24/1999,1/1/9999
82981,Fayez,Mitina,Senior Engineer,1/30/1996,1/1/9999
82982,Toshimori,Madeira,Senior Engineer,12/20/2000,1/1/9999
82985,Caolyn,Usdin,Staff,2/19/1999,1/1/9999
82992,Jixiang,Marwedel,Senior Engineer,11/12/1995,1/1/9999
82996,Shahab,Ramras,Senior Engineer,11/7/1994,1/1/9999
82998,Mary,Linares,Senior Staff,3/26/1990,1/1/9999
83000,Apostol,Talmor,Senior Engineer,8/26/1993,1/1/9999
83004,Sumant,Zockler,Staff,7/8/1995,1/1/9999
83008,Arlette,Wegerle,Staff,9/24/1997,1/1/9999
83009,Francesca,Gerteisen,Senior Staff,1/15/1993,1/1/9999
83012,Jianhua,Fetvedt,Senior Engineer,10/6/1997,1/1/9999
83018,Ohad,Kitsuregawa,Senior Engineer,12/21/1994,1/1/9999
83028,Erzsebet,Leuchs,Engineer,7/26/1997,1/1/9999
83031,Jaber,Dratva,Technique Leader,2/17/1998,1/1/9999
83032,Baruch,Junet,Senior Engineer,12/1/1996,1/1/9999
83035,Mart,Lamparter,Technique Leader,5/9/1992,1/1/9999
83037,Anneke,Matteis,Senior Engineer,9/7/2001,1/1/9999
83039,Yonghong,Facello,Senior Staff,6/15/2001,1/1/9999
83043,Spyrose,Janocha,Engineer,9/16/1997,1/1/9999
83049,Susanne,Poehlman,Senior Engineer,7/15/1998,1/1/9999
83052,Henk,Whitcomb,Engineer,9/30/1996,1/1/9999
83053,Kotesh,Bakhtari,Staff,12/5/1997,1/1/9999
83055,Kwun,Luon,Staff,6/2/1999,1/1/9999
83056,Muneo,Pesch,Senior Engineer,5/24/1994,1/1/9999
83057,Niteen,Passafiume,Senior Staff,12/19/1993,1/1/9999
83060,Kinh,Harnett,Technique Leader,11/25/1996,1/1/9999
83066,Sudharsan,Lamba,Senior Staff,8/16/1995,1/1/9999
83068,Cristinel,Kawashima,Senior Engineer,10/27/2000,1/1/9999
83070,Hisao,Whittlesey,Senior Staff,8/1/1997,1/1/9999
83083,Atilio,Dolinsky,Senior Staff,9/2/1996,1/1/9999
83084,Divier,Argence,Engineer,7/5/1996,1/1/9999
83092,Bernt,Kranzdorf,Senior Engineer,4/20/1993,1/1/9999
83106,Limsoon,Wossner,Senior Engineer,10/19/1997,1/1/9999
83114,Vesna,Perelgut,Staff,1/18/1999,1/1/9999
83123,Aemilian,Randt,Staff,9/1/1997,1/1/9999
83125,Frederique,Staudhammer,Senior Engineer,5/12/1993,1/1/9999
83128,Goh,Liedekerke,Staff,1/10/1999,1/1/9999
83134,Mayuri,Rosis,Senior Staff,11/1/1998,1/1/9999
83135,Elrique,Shigei,Senior Staff,2/6/1998,1/1/9999
83136,Debatosh,Slaats,Senior Engineer,9/7/1999,1/1/9999
83138,Frazer,Yeung,Senior Engineer,5/21/1999,1/1/9999
83143,Luisa,Krupka,Senior Engineer,4/19/1999,1/1/9999
83144,Kwun,Sooriamurthi,Senior Staff,2/21/2001,1/1/9999
83146,Matt,Nitta,Senior Engineer,1/27/1997,1/1/9999
83157,Ingmar,Zeilberger,Senior Engineer,11/6/1992,1/1/9999
83158,Teruyuki,Cullers,Senior Engineer,7/31/1999,1/1/9999
83167,Nagui,Chachaty,Senior Staff,7/14/1997,1/1/9999
83168,Yechiam,Danner,Senior Staff,7/7/1993,1/1/9999
83175,Itzchak,Reeker,Senior Staff,5/23/2000,1/1/9999
83179,Jaques,Ermel,Senior Staff,8/31/1997,1/1/9999
83184,Menkae,Plump,Engineer,3/10/1998,1/1/9999
83189,Kristian,Birrer,Senior Engineer,1/7/1996,1/1/9999
83194,Vidar,Bridgland,Senior Staff,1/30/2002,1/1/9999
83195,Douadi,Thebaut,Senior Staff,4/14/1995,1/1/9999
83197,Parviz,Sanella,Senior Staff,8/31/1999,1/1/9999
83199,Kellyn,Schurmann,Staff,4/15/1999,1/1/9999
83204,Pranav,Hennebert,Senior Staff,12/20/2001,1/1/9999
83210,Seongbae,Zockler,Senior Engineer,2/3/2002,1/1/9999
83213,Charlene,Bakhtari,Senior Staff,2/23/1995,1/1/9999
83218,Adam,Syrzycki,Senior Engineer,9/22/1992,1/1/9999
83220,Heather,Gerteisen,Senior Staff,4/12/2000,1/1/9999
83229,Bingning,Sudbeck,Staff,1/10/1997,1/1/9999
83230,Jaana,Lammel,Senior Engineer,11/11/1997,1/1/9999
83231,Mandell,Karcich,Senior Engineer,5/25/2001,1/1/9999
83232,Satyanarayana,Chimia,Senior Engineer,6/21/1996,1/1/9999
83233,Kerryn,Giarratana,Engineer,12/3/1996,1/1/9999
83236,Leah,Georg,Senior Staff,4/18/2002,1/1/9999
83241,Patricio,Schlumberger,Senior Engineer,5/8/1990,1/1/9999
83244,Constantine,Hiroyama,Senior Staff,9/17/1992,1/1/9999
83251,Duangkaew,Itzigehl,Staff,2/16/1999,1/1/9999
83260,Premsyl,Markovitch,Senior Staff,6/25/1987,1/1/9999
83261,Matk,Winter,Senior Staff,10/17/1997,1/1/9999
83265,Dannz,Sanella,Engineer,10/11/1999,1/1/9999
83275,Izaskun,Besselaar,Senior Engineer,4/13/1993,1/1/9999
83284,Genta,Ghalwash,Senior Engineer,12/12/1991,1/1/9999
83286,King,Perfilyeva,Senior Engineer,12/21/1989,1/1/9999
83294,Gudjon,Petersohn,Technique Leader,6/21/1997,1/1/9999
83296,Pascal,Lorin,Technique Leader,4/26/1987,1/1/9999
83298,Arvin,Poulakidas,Senior Engineer,5/5/1990,1/1/9999
83299,Fei,Bellone,Senior Engineer,7/10/1998,1/1/9999
83301,Kish,Linares,Senior Staff,11/19/1989,1/1/9999
83304,Lenore,Pocchiola,Senior Staff,9/14/1990,1/1/9999
83310,Tsvetan,Valette,Senior Engineer,5/2/1998,1/1/9999
83316,Sukumar,Dengi,Senior Staff,11/26/1994,1/1/9999
83320,Kenroku,Rattan,Engineer,11/16/1999,1/1/9999
83324,Mang,Zeleznik,Senior Engineer,12/28/2001,1/1/9999
83325,Taisook,Cochrane,Senior Staff,2/9/2001,1/1/9999
83326,Rajmohan,Schlegelmilch,Senior Engineer,6/1/1994,1/1/9999
83328,Ute,Demri,Senior Engineer,8/30/1998,1/1/9999
83334,Arno,Thebaut,Senior Staff,5/31/1985,1/1/9999
83336,Ewing,Zongker,Staff,1/6/1999,1/1/9999
83338,Adas,Decleir,Senior Engineer,2/25/1996,1/1/9999
83341,Marsal,Flanders,Senior Engineer,2/20/1996,1/1/9999
83342,King,Piancastelli,Engineer,6/9/1999,1/1/9999
83348,Bokyung,Kuszyk,Senior Engineer,9/16/1986,1/1/9999
83350,Nakhoon,Strooper,Assistant Engineer,10/19/1999,1/1/9999
83354,Doowon,Czaja,Senior Staff,1/3/2002,1/1/9999
83356,Vishwani,Begiun,Senior Engineer,3/20/1997,1/1/9999
83369,Keiichiro,Plesums,Senior Staff,8/30/1992,1/1/9999
83375,Anestis,Kenevan,Assistant Engineer,5/19/1998,1/1/9999
83381,Dietrich,Borovoy,Senior Engineer,5/7/1995,1/1/9999
83382,Tiina,Siepmann,Senior Engineer,9/7/1995,1/1/9999
83385,Berry,Falco,Senior Staff,5/9/1997,1/1/9999
83389,Maia,Diderrich,Senior Engineer,10/25/1995,1/1/9999
83392,Evgueni,Junet,Senior Engineer,3/29/1996,1/1/9999
83400,Lene,Brobst,Senior Staff,1/30/2002,1/1/9999
83408,Brewster,Pettey,Senior Engineer,1/31/1999,1/1/9999
83410,Pantung,Marrakchi,Senior Staff,3/29/1998,1/1/9999
83411,Tonny,Swiss,Senior Staff,5/15/1996,1/1/9999
83419,Nectarios,DiGiano,Senior Engineer,1/21/2000,1/1/9999
83422,Reinhard,Poupard,Assistant Engineer,11/26/1995,1/1/9999
83424,Shigeu,Peha,Engineer,12/8/1998,1/1/9999
83432,Sedat,Belinskaya,Senior Engineer,9/14/2001,1/1/9999
83436,Ult,Serdy,Assistant Engineer,9/7/1999,1/1/9999
83441,Marsal,Ponthieu,Staff,11/4/1997,1/1/9999
83443,Shigeu,Nooteboom,Senior Engineer,7/14/1994,1/1/9999
83447,Minghong,Trystram,Senior Engineer,10/17/1995,1/1/9999
83448,Heping,Polajnar,Senior Staff,5/20/1999,1/1/9999
83468,Charlene,Beilner,Staff,4/9/1998,1/1/9999
83476,Steve,Porenta,Senior Staff,10/22/1998,1/1/9999
83477,Jayson,Frijda,Engineer,10/11/1998,1/1/9999
83478,Goa,Budinsky,Senior Staff,4/6/1986,1/1/9999
83481,Munir,Braccini,Senior Engineer,11/10/1989,1/1/9999
83491,Karsten,Pena,Engineer,12/23/1999,1/1/9999
83493,Oksana,Danlos,Senior Engineer,5/30/1985,1/1/9999
83503,Isaac,Hiraishi,Technique Leader,11/25/1997,1/1/9999
83506,Mohamadou,Lamma,Senior Engineer,7/1/1994,1/1/9999
83507,Shugo,Chimia,Senior Staff,8/22/1995,1/1/9999
83512,Dinkar,Heuser,Senior Staff,6/11/1999,1/1/9999
